　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,国土地理院,,,　,,,,,,,,　,,,,,,,,,,　　　　　,,,,単位　0.1hPa,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
1701,忍路,10146,,10206,,10125,,10145,,10109,,10084,,,,,,,,,,,,,,,小樽,,
1605,浅虫,10160,,10214,,10136,,10150,,10123,,10090,,,,,,,,,,,,,,,青森,,
1607,男鹿,10171,,10219,,10144,,10152,,10135,,10091,,,,,,,,,,,,,,,秋田,,
1604,鼠ヶ関,10176,,10222,,10148,,10154,,10138,,10093,,,,,,,,,,,,,,,酒田,,
1201,相馬,10171,,10213,,10143,,10149,,10134,,10094,,,,,,,,,,,,,,,福島,,
1609,小木,10187,,10228,,10155,,10153,,10139,,10093,,,,,,,,,,,,,,,相川,,
1603,柏崎,10193,,10230,,10158,,10150,,10138,,10092,,,,,,,,,,,,,,,高田,,
1303,勝浦,10161,,10197,,10131,,10145,,10141,,10099,,,,,,,,,,,,,,,勝浦,,
1301,油壺,10164,,10201,,10132,,10145,,10136,,10095,,,,,,,,,,,,,,,横浜,,
1304,伊東,10163,,10199,,10130,,10145,,10138,,10097,,,,,,,,,,,,,,,網代,,
1606,三国,10206,,10227,,10167,,10146,,10141,,10095,,,,,,,,,,,,,,,福井,,
1302,鬼崎,10196,,10211,,10156,,10142,,10140,,10096,,,,,,,,,,,,,,,名古屋,,
1601,田後,10214,,10232,,10172,,10144,,10140,,10092,,,,,,,,,,,,,,,鳥取,,
1401,海南,10210,,10220,,10166,,10141,,10142,,10096,,,,,,,,,,,,,,,和歌山,,
1610,須佐,10224,,10225,,10175,,10138,,10137,,10089,,,,,,,,,,,,,,,萩,,
1404,久礼,10206,,10208,,10163,,10139,,10140,,10098,,,,,,,,,,,,,,,高知,,
1502,仮屋,10229,,10219,,10177,,10134,,10137,,10090,,,,,,,,,,,,,,,平戸,,
1403,細島,10216,,10211,40,10168,,10136,,10138,,10094,,,,,,,,,,,,,,,延岡,,
1501,阿久根,10225,,10210,,10176,,10130,,10134,,10093,,,,,,,,,,,,,,,阿久根,,
1503,沖縄,10218,,10208,,10180,,10124,,10124,,10103,,,,,,,,,,,,,,,那覇,,
1305,田子,10164,,10192,,10130,,10139,,10137,,10097,,,,,,,,,,,,,,,石廊崎,,
1306,焼津,10164,,10193,,10131,,10140,,10137,,10096,,,,,,,,,,,,,,,静岡,,
1702,奥尻,10156,,10214,,10133,,10150,,10120,,10090,,,,,,,,,,,,,,,江差,,
1611,飛島,10176,,10222,,10148,,10154,,10138,,10093,,,,,,,,,,,,,,,酒田,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,気象庁,,,,,,,,,,,,,,,,,,,,,,,,,,　　,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
2701,稚内,10142,,10197,,10113,,10136,,10106,,10084,,,,,,,,,,,,,,,稚内,,
2702,網走,10138,,10198,,10118,,10141,,10108,,10091,,,,,,,,,,,,,,,網走,,
2101,花咲,10129,,10188,,10113,,10144,,10112,,10102,,,,,,,,,,,,,,,根室,,
2102,釧路,10137,,10194,,10119,,10145,,10113,,10100,,,,,,,,,,,,,,,釧路,,
2103,函館,10154,,10211,,10131,,10149,,10119,,10092,,,,,,,,,,,,,,,函館,,
2605,深浦,10164,,10217,40,10140,,10151,,10126,,10088,,,,,,,,,,,,,,,深浦,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,気象庁,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
2202,宮古,10154,,10203,,10132,,10147,,10124,,10095,,,,,,,,,,,,,,,宮古,,
2203,大船渡,10158,,10204,,10132,,10150,,10131,,10098,,,,,,,,,,,,,,,大船渡,,
2205,鮎川,10164,,10209,,10138,,10152,,10135,,10098,,,,,,,,,,,,,,,石巻,,
2204,小名浜,10163,,10205,,10134,,10150,,10136,,10098,,,,,,,,,,,,,,,小名浜,,
2301,銚子漁港,10160,,10198,,10131,,10147,,10140,,10099,,,,,,,,,,,,,,,銚子,,
2606,富山,10203,,10231,,10165,,10150,,10139,,10092,,,,,,,,,,,,,,,富山,,
2302,布良,10163,,10198,,10132,,10143,,10140,,10098,,,,,,,,,,,,,,,館山,,
2304,岡田,10164,,10195,,10132,,10142,,10139,,10098,,,,,,,,,,,,,,,大島,,
2314,父島,10185,,10200,,10176,,10158,,10158,,10132,,,,,,,,,,,,,,,父島,,
2308,内浦,10165,,10197,,10132,,10148,40,10139,,10098,,,,,,,,,,,,,,,三島,,
2309,清水港,10164,,10193,,10131,,10140,,10137,,10096,,,,,,,,,,,,,,,静岡,,
2310,舞阪,10180,,10198,,10144,,10140,,10138,,10098,,,,,,,,,,,,,,,浜松,,
2305,御前崎,10172,,10194,,10137,,10140,,10139,,10099,,,,,,,,,,,,,,,御前崎,,
2306,鳥羽,10199,,10215,,10160,,10146,,10143,,10098,,,,,,,,,,,,,,,津,,
2307,尾鷲,10190,,10203,,10152,,10143,,10139,,10098,,,,,,,,,,,,,,,尾鷲,,
2411,浦神,10193,,10201,,10155,,10139,,10139,,10099,,,,,,,,,,,,,,,潮岬,,
2401,串本,10193,,10201,,10155,,10139,,10139,,10099,,,,,,,,,,,,,,,潮岬,,
2405,洲本,10212,,10224,,10168,,10142,,10142,,10096,,,,,,,,,,,,,,,洲本,,
2410,白浜,10210,,10220,,10166,,10141,,10142,,10096,,,,,,,,,,,,,,,和歌山,,
2603,西郷,10212,,10235,,10170,,10146,,10138,,10089,,,,,,,,,,,,,,,西郷,,
2602,境,10215,,10232,,10172,,10143,,10137,,10089,,,,,,,,,,,,,,,境,,
2407,宇野,10217,,10228,,10172,,10142,,10142,,10095,,,,,,,,,,,,,,,岡山,,
2601,浜田,10220,,10226,,10173,,10139,,10137,,10090,,,,,,,,,,,,,,,浜田,,
2412,小松島,10211,,10223,,10168,,10142,,10142,,10096,,,,,,,,,,,,,,,徳島,,
2406,高松,10215,,10227,,10171,,10141,,10141,,10094,,,,,,,,,,,,,,,高松,,
2402,室戸岬,10200,,10205,,10158,,10138,,10138,,10096,,,,,,,,,,,,,,,室戸岬,,
2408,松山,10220,,10220,,10173,,10138,,10139,,10094,,,,,,,,,,,,,,,松山,,
2404,宇和島,10218,,10214,,10171,,10137,,10139,,10095,,,,,,,,,,,,,,,宇和島,,
2403,土佐清水,10207,,10205,,10164,,10135,,10137,,10096,,,,,,,,,,,,,,,清水,,
2409,油津,10213,,10206,,10167,,10131,,10135,,10094,,,,,,,,,,,,,,,油津,,
2501,鹿児島,10221,,10207,,10174,,10130,,10133,,10093,,,,,,,,,,,,,,,鹿児島,,
2502,枕崎,10220,,10206,,10174,,10128,,10133,,10093,,,,,,,,,,,,,,,枕崎,,
2313,東京,10166,,10203,,10134,,10145,,10135,,10095,,,,,,,,,,,,,,,東京,,
2311,名古屋,10196,,10211,,10156,,10142,,10140,,10096,,,,,,,,,,,,,,,名古屋,,
2413,和歌山,10210,,10220,,10166,,10141,,10142,,10096,,,,,,,,,,,,,,,和歌山,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,気象庁,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
2414,淡輪,10209,,10223,,10166,,10141,,10142,,10095,,,,,,,,,,,,,,,大阪,,
2415,大阪,10209,,10223,,10166,,10141,,10142,,10095,,,,,,,,,,,,,,,大阪,,
2416,神戸,10209,,10222,,10166,,10142,,10143,,10097,,,,,,,,,,,,,,,神戸,,
2417,高知,10206,,10208,,10163,,10139,,10140,,10098,,,,,,,,,,,,,,,高知,,
2504,那覇,10218,,10208,,10180,,10124,,10124,,10103,,,,,,,,,,,,,,,那覇,,
2505,石垣,10217,,10205,,10177,,10117,,10116,,10094,,,,,,,,,,,,,,,石垣島,,
2506,大浦,10230,,10219,,10177,,10132,,10135,,10090,,,,,,,,,,,,,,,佐賀,,
2507,口之津,10229,,10214,,10177,,10131,,10135,,10091,,,,,,,,,,,,,,,長崎,,
2508,長崎,10229,,10214,,10177,,10131,,10135,,10091,,,,,,,,,,,,,,,長崎,,
2509,福江,10232,,10217,,10179,,10133,,10137,,10090,,,,,,,,,,,,,,,福江,,
2607,舞鶴,10210,,10229,,10171,,10148,,10144,,10095,,,,,,,,,,,,,,,舞鶴,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
3201,釜石,10158,,10204,,10132,,10150,,10131,,10098,,,,,,,,,,,,,,,大船渡,,
3602,粟島,10176,,10222,,10148,,10154,,10138,,10093,,,,,,,,,,,,,,,酒田,,
3301,横須賀,10164,,10201,,10132,,10145,,10136,,10095,,,,,,,,,,,,,,,横浜,,
3303,神津島,10163,,10191,,10133,,10139,,10139,,10099,,,,,,,,,,,,,,,三宅島,,
3304,三宅島,10163,,10191,,10133,,10139,,10139,,10099,,,,,,,,,,,,,,,三宅島,,
3305,千葉,10165,,10203,,10133,,10146,,10138,,10097,,,,,,,,,,,,,,,千葉,,
3307,八丈島,10169,,10188,,10140,,10137,,10141,,10102,,,,,,,,,,,,,,,八丈島,,
3308,横浜新港,10164,,10201,,10132,,10145,,10136,,10095,,,,,,,,,,,,,,,横浜,,
3407,広島,10222,,10226,,10175,,10140,,10141,,10094,,,,,,,,,,,,,,,広島,,
3401,呉,10220,,10225,,10174,,10140,,10141,,10095,,,,,,,,,,,,,,,呉,,
3402,徳山,10226,,10225,,10175,,10138,,10140,,10093,,,,,,,,,,,,,,,山口,,
3504,博多,10228,,10222,,10177,,10135,,10137,,10089,,,,,,,,,,,,,,,福岡,,
3406,大分,10224,,10222,,10175,,10139,,10140,,10094,,,,,,,,,,,,,,,大分,,
3503,厳原,10230,,10227,,10178,,10139,,10138,,10088,,,,,,,,,,,,,,,厳原,,
3502,佐世保,10229,,10217,,10178,,10133,,10135,,10090,,,,,,,,,,,,,,,佐世保,,
3404,大泊,10220,,10206,,10174,,10128,,10133,,10093,,,,,,,,,,,,,,,枕崎,,
3405,西之表,10214,,10204,,10171,,10128,,10133,,10095,,,,,,,,,,,,,,,種子島,,
3501,名瀬,10217,,10205,,10177,,10125,,10127,,10099,,,,,,,,,,,,,,,名瀬,,
3603,竜飛,10160,,10214,,10136,,10150,,10123,,10090,,,,,,,,,,,,,,,青森,,
3505,中之島,10214,,10204,,10171,,10128,,10133,,10095,,,,,,,,,,,,,,,種子島,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地震研究所,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4301,鋸山,10163,,10198,,10132,,10143,,10140,,10098,,,,,,,,,,,,,,,館山,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,港湾空港技術研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4302,久里浜,10164,,10201,,10132,,10145,,10136,,10095,,,,,,,,,,,,,,,横浜,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4701,松前,10156,,10214,,10133,,10150,,10120,,10090,,,,,,,,,,,,,,,江差,,
4702,留萌港,10142,,10202,,10122,,10143,,10108,,10085,,,,,,,,,,,,,,,留萌,,
4703,江差港,10156,,10214,,10133,,10150,,10120,,10090,,,,,,,,,,,,,,,江差,,
4704,岩内港,10151,,10212,,10129,,10148,,10113,,10087,,,,,,,,,,,,,,,寿都,,
4705,沓形港,10142,,10197,,10113,,10136,,10106,,10084,,,,,,,,,,,,,,,稚内,,
4101,十勝港,10143,,10196,,10120,,10142,,10108,,10093,,,,,,,,,,,,,,,帯広,,
4102,羅臼漁港,10138,,10198,,10118,,10141,,10108,,10091,,,,,,,,,,,,,,,網走,,
4103,厚岸漁港,10137,,10194,,10119,,10145,,10113,,10100,,,,,,,,,,,,,,,釧路,,
4104,苫小牧東港,10148,,10206,,10126,,10150,,10116,,10095,40,,,,,,,,,,,,,,苫小牧,,
4105,苫小牧西港,10148,,10206,,10126,,10150,,10116,,10095,40,,,,,,,,,,,,,,苫小牧,,
4106,浦河港,10138,,10196,,10121,,10145,,10118,,10097,,,,,,,,,,,,,,,浦河,,
4107,室蘭港,10148,,10206,,10127,,10149,,10115,,10092,,,,,,,,,,,,,,,室蘭,,
4108,枝幸港,10143,,10198,,10115,,10137,,10107,,10087,,,,,,,,,,,,,,,北見枝幸,,
4109,紋別港,10140,,10198,,10117,,10139,,10108,,10088,,,,,,,,,,,,,,,紋別,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,,　　,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4201,鹿島,10160,,10198,,10131,,10147,,10140,,10099,,,,,,,,,,,,,,,銚子,,
4602,酒田港,10176,,10222,,10148,,10154,,10138,,10093,,,,,,,,,,,,,,,酒田,,
4603,新潟港西港,10187,,10228,,10155,,10154,,10140,,10094,,,,,,,,,,,,,,,新潟,,
4604,青森港,10160,,10214,,10136,,10150,,10123,,10090,,,,,,,,,,,,,,,青森,,
4605,金沢港,10202,,10229,,10165,,10148,,10139,,10093,,,,,,,,,,,,,,,金沢,,
4606,七尾港,10201,,10230,,10164,,10152,,10139,,10093,,,,,,,,,,,,,,,伏木,,
4607,伏木富山港,10201,,10230,,10164,,10152,,10139,,10093,,,,,,,,,,,,,,,伏木,,
4610,むつ小川原港,10153,,10209,,10130,,10149,,10120,,10092,,,,,,,,,,,,,,,むつ,,
4611,久慈港,10156,,10209,,10133,,10148,,10121,,10091,,,,,,,,,,,,,,,八戸,,
4612,仙台港,10164,,10209,,10138,,10152,,10135,,10098,,,,,,,,,,,,,,,石巻,,
4613,八戸港,10156,,10209,,10133,,10148,,10121,,10091,,,,,,,,,,,,,,,八戸,,
4413,宮崎港,10215,,10208,,10167,,10133,,10136,,10094,,,,,,,,,,,,,,,宮崎,,
4414,志布志港,10213,,10206,,10167,,10131,,10135,,10094,,,,,,,,,,,,,,,油津,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,　　,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4415,弟子待,10225,,10224,,10176,,10138,,10138,,10091,,,,,,,,,,,,,,,下関,,
4503,八代港,10229,,10214,,10176,,10130,,10133,,10090,,,,,,,,,,,,,,,熊本,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,沖縄総合事務局,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4502,平良港,10218,,10206,,10178,,10120,,10118,,10097,,,,,,,,,,,,,,,宮古島,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,県・他,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4601,直江津港,10193,,10230,,10158,,10150,,10138,,10092,,,,,,,,,,,,,,,高田,,
4608,能代港,10164,,10217,40,10140,,10151,,10126,,10088,,,,,,,,,,,,,,,深浦,,
4401,三崎港,10218,,10214,,10171,,10137,,10139,,10095,,,,,,,,,,,,,,,宇和島,,
4402,福山港,10219,,10227,,10173,,10142,,10142,,10095,,,,,,,,,,,,,,,福山,,
4609,津居山港,10213,,10233,,10171,,10147,,10143,,10094,,,,,,,,,,,,,,,豊岡,,
4403,明石港,10209,,10222,,10166,,10142,,10143,,10097,,,,,,,,,,,,,,,神戸,,
4404,東二見,10209,,10222,,10166,,10142,,10143,,10097,,,,,,,,,,,,,,,神戸,,
4405,姫路港,10212,,10226,,10169,,10143,,10143,,10096,,,,,,,,,,,,,,,姫路,,
4406,水島,10217,,10228,,10172,,10142,,10142,,10095,,,,,,,,,,,,,,,岡山,,
4407,甲浦,10200,,10205,,10158,,10138,,10138,,10096,,,,,,,,,,,,,,,室戸岬,,
4408,佐賀港,10207,,10205,,10164,,10135,,10137,,10096,,,,,,,,,,,,,,,清水,,
4409,御荘港,10207,,10205,,10164,,10135,,10137,,10096,,,,,,,,,,,,,,,清水,,
4411,今治港,10220,,10220,,10173,,10138,,10139,,10094,,,,,,,,,,,,,,,松山,,
4412,観音寺港,10219,,10227,,10173,,10142,,10142,,10095,,,,,,,,,,,,,,,福山,,
4801,大熊,10163,,10205,,10134,,10150,,10136,,10098,,,,,,,,,,,,,,,小名浜,,
4203,楢葉富岡,10163,,10205,,10134,,10150,,10136,,10098,,,,,,,,,,,,,,,小名浜,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
